user,contributions,repositories,primary_language,monthly_contributions,contribution_types
RafaelN0bre,75,30,JavaScript,"{'2023-06': 28, '2023-07': 24, '2023-08': 0, '2023-09': 11, '2023-10': 2, '2023-11': 6, '2023-12': 3, '2024-01': 1, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 63, 'pull_requests': 5, 'issues': 1, 'reviews': 2}"
matgomes21,744,85,JavaScript,"{'2023-06': 36, '2023-07': 66, '2023-08': 51, '2023-09': 28, '2023-10': 59, '2023-11': 69, '2023-12': 84, '2024-01': 96, '2024-02': 80, '2024-03': 44, '2024-04': 89, '2024-05': 42, '2024-06': 0}","{'commits': 20, 'pull_requests': 1, 'issues': 0, 'reviews': 1}"
faco400,463,48,JavaScript,"{'2023-06': 116, '2023-07': 242, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 12, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 7, '2024-04': 40, '2024-05': 46, '2024-06': 0}","{'commits': 392, 'pull_requests': 16, 'issues': 4, 'reviews': 40}"
YuriBre,9,5,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 9, '2024-05': 0, '2024-06': 0}","{'commits': 8, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
pedro-cella,557,50,Python,"{'2023-06': 70, '2023-07': 47, '2023-08': 0, '2023-09': 107, '2023-10': 126, '2023-11': 146, '2023-12': 56, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 5, '2024-06': 0}","{'commits': 317, 'pull_requests': 42, 'issues': 58, 'reviews': 48}"
kbickar,44,28,Python,"{'2023-06': 2, '2023-07': 0, '2023-08': 3, '2023-09': 2, '2023-10': 5, '2023-11': 0, '2023-12': 12, '2024-01': 17, '2024-02': 3, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 24, 'pull_requests': 10, 'issues': 1, 'reviews': 7}"
DaviRogs,119,20,JavaScript,"{'2023-06': 4, '2023-07': 6, '2023-08': 0, '2023-09': 8, '2023-10': 31, '2023-11': 27, '2023-12': 15, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 28, '2024-05': 0, '2024-06': 0}","{'commits': 98, 'pull_requests': 8, 'issues': 3, 'reviews': 5}"
JoaoBarreto03,165,19,Python,"{'2023-06': 1, '2023-07': 0, '2023-08': 18, '2023-09': 12, '2023-10': 23, '2023-11': 16, '2023-12': 18, '2024-01': 0, '2024-02': 55, '2024-03': 2, '2024-04': 17, '2024-05': 3, '2024-06': 0}","{'commits': 145, 'pull_requests': 9, 'issues': 4, 'reviews': 0}"
Denniel-sudo,436,23,Python,"{'2023-06': 6, '2023-07': 0, '2023-08': 0, '2023-09': 23, '2023-10': 150, '2023-11': 77, '2023-12': 164, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 13, '2024-05': 3, '2024-06': 0}","{'commits': 345, 'pull_requests': 28, 'issues': 44, 'reviews': 17}"
klyssmannoliveira,128,30,Python,"{'2023-06': 23, '2023-07': 60, '2023-08': 6, '2023-09': 0, '2023-10': 0, '2023-11': 2, '2023-12': 7, '2024-01': 28, '2024-02': 0, '2024-03': 2, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 60, 'pull_requests': 1, 'issues': 1, 'reviews': 1}"
RafaelBP02,259,31,C#,"{'2023-06': 11, '2023-07': 5, '2023-08': 0, '2023-09': 16, '2023-10': 46, '2023-11': 47, '2023-12': 61, '2024-01': 0, '2024-02': 0, '2024-03': 13, '2024-04': 46, '2024-05': 14, '2024-06': 0}","{'commits': 70, 'pull_requests': 20, 'issues': 10, 'reviews': 20}"
esmsena,458,19,HTML,"{'2023-06': 12, '2023-07': 15, '2023-08': 0, '2023-09': 92, '2023-10': 71, '2023-11': 135, '2023-12': 104, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 26, '2024-05': 3, '2024-06': 0}","{'commits': 394, 'pull_requests': 15, 'issues': 40, 'reviews': 2}"
biancasofia,331,39,Java,"{'2023-06': 77, '2023-07': 47, '2023-08': 20, '2023-09': 17, '2023-10': 85, '2023-11': 63, '2023-12': 11, '2024-01': 3, '2024-02': 6, '2024-03': 0, '2024-04': 1, '2024-05': 1, '2024-06': 0}","{'commits': 307, 'pull_requests': 11, 'issues': 6, 'reviews': 1}"
pedro-hsf,109,13,Python,"{'2023-06': 4, '2023-07': 9, '2023-08': 0, '2023-09': 6, '2023-10': 33, '2023-11': 30, '2023-12': 26, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 1, '2024-05': 0, '2024-06': 0}","{'commits': 63, 'pull_requests': 21, 'issues': 0, 'reviews': 22}"
abner423,1118,43,JavaScript,"{'2023-06': 34, '2023-07': 53, '2023-08': 39, '2023-09': 144, '2023-10': 207, '2023-11': 138, '2023-12': 72, '2024-01': 59, '2024-02': 45, '2024-03': 102, '2024-04': 85, '2024-05': 139, '2024-06': 1}","{'commits': 10, 'pull_requests': 3, 'issues': 0, 'reviews': 6}"
CaioSulz,10,11,Jupyter Notebook,"{'2023-06': 0, '2023-07': 0, '2023-08': 2, '2023-09': 3, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 5, '2024-05': 0, '2024-06': 0}","{'commits': 7, 'pull_requests': 1, 'issues': 0, 'reviews': 0}"
fernandes-natanael,486,53,Python,"{'2023-06': 41, '2023-07': 45, '2023-08': 0, '2023-09': 7, '2023-10': 95, '2023-11': 76, '2023-12': 105, '2024-01': 0, '2024-02': 0, '2024-03': 14, '2024-04': 17, '2024-05': 86, '2024-06': 0}","{'commits': 370, 'pull_requests': 38, 'issues': 49, 'reviews': 21}"
WolffStein,51,10,Jupyter Notebook,"{'2023-06': 0, '2023-07': 3, '2023-08': 0, '2023-09': 4, '2023-10': 5, '2023-11': 25, '2023-12': 2, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 8, '2024-05': 4, '2024-06': 0}","{'commits': 45, 'pull_requests': 3, 'issues': 0, 'reviews': 0}"
DaviMarinho,320,35,C,"{'2023-06': 2, '2023-07': 2, '2023-08': 14, '2023-09': 26, '2023-10': 99, '2023-11': 66, '2023-12': 106, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 5, '2024-05': 0, '2024-06': 0}","{'commits': 179, 'pull_requests': 27, 'issues': 58, 'reviews': 54}"
art1505,188,37,Python,"{'2023-06': 4, '2023-07': 1, '2023-08': 5, '2023-09': 6, '2023-10': 57, '2023-11': 56, '2023-12': 59, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 158, 'pull_requests': 10, 'issues': 5, 'reviews': 9}"
